id_lex	\ms	\dfr	\smr	\dfe	\sme	\dff	\smf	\sn	\src	\syn	\synor	\ant	\antor
1559	0	незре́лый плод				fruit (m) vert	(pas mûr)						
1560	0	лить	(во́ду; на --	pour		verser	(l'eau; sur --						
1561	0	, лы́сина	(челове́к -- полностью, или нет, неважно)			calvitie (f)			BE, LJ				
1562	0	лы́сый		bold		chauve							
1563	0	, то́чно	(по разме́ру)			, bien ajusté	(pour la taille, les mesures de qch)						
1564	0	, точный				bien ajusté							
1565	0	, буты́лка		bottle		bouteille (f)							
1566	0	лоб				front (m)							
1567	0	, бёдра				, hanches							
1568	0	дверь	(целико́м из де́рева)	door		porte (f)	(en bois uniquement)						
1569	0	бе́рег	(реки́)	, bord	(of river)	, berge (f)	(de la rivière)						
1570	0	ули́тка	(вид)			escargot (m)	(espèce)						
1571	0	зага́дка				devinette (f)							
1572	0	мир		world		monde (m)							
1573	1	(в) ми́р(е)		world		(dans le) monde (m)							
1573	2					(dans le) champ (m)							
1574	1	раздева́ться				se déshabiller							
1574	2	разбира́ть	(прибо́р, кры́шу; растерзать веник)			démonter	(un appareil, un toit; un balai)						=baa'
1574	3	срыва́ть				arracher							
1575	0	спустя́ рукава́				négligence (f)	(dans le travail)						
1576	0	бедро́				hanche (f)				zɯ̄ gȍo, kpōŋ	zü -goo, kpong		
1577	1	, разложи́ть				étaler			LJ				
1577	2	, обраба́тывать				cultiver			LJ				
1577	3	, произвести́ на свет		, give birth to		, mettre au monde			LJ				
1577	4					arroser			LJ				
1578		идти́ друго́й доро́гой				passer d'un autre côté							
1579	0	роди́тель		parent		parent (m)	(père ou mère)						
1580	0	коле́но	(коле́ни вме́сте, сту́пни врозь)			genou (m)			GJ				
1581	0	коле́но		knee		genou (m)							
1582	0	, кра́сная гвере́ца	(вид обезья́ны)	red colobus	(spec of monkey)	colobe (m)	(espèce de singe)						
1583	0					buisson (m)	(herbes et arbustes mêlés de lianes; dans la forêt dense)		DJ, LJ				
1584	0	сезо́н дожде́й	(с ию́ня по октя́брь)	rainy season		, saison (f) des pluies	(juin-octobre en Afrique tropicale)						
1585	0	куст травяни́стых расте́ний				touffe (f) d'herbe							
1586	0	дождли́вый сезо́н		rainy season		, hivernage (m)							
1587	1	взро́слый		adult		, âgé	(à partir de 40 ans)		DJ, LJ				
1587	2	большо́й				, beaucoup			LJ				
1588	1	, ком(ок)	(погово́рка)	ball		boule (f)	(proverbe)		LJ				
1588	2	кусо́к		piece		morceau							
1588	3	, фарш				pâte (f)	(des légumes, des noix)		LJ				
1588	4	ку́ча				tas (m)			MG, LJ				
1588	5	, людска́я ма́сса	(людей)			, foule (f)			GJ				
1588	6	шту́ка	(счётное слово для круглых предметов)	fruit		chose (f)	(mot pour compter des objets ronds)						
1589	0	, са́мое жа́ркое вре́мя су́ток		noon		midi (m)	(12h-12h30; période la plus chaude de la journée)		LJ				
1590	1	лоды́жка				cheville (f)							
1590	2	запя́стье											
1592	0	жук		goliath-beetle		, scarabée (m)	(espèce)						
1593	1	прокля́тие	(кого --	damnation		malédiction (f)	(qn --		SB	dháŋgá	'dhangga		
1593	2	жре́бий				sort (m)			KB, LJ				
1594	1	ши́шка	(на голове́, на лбу)	bump		, protubérance (f)	(à la tête)		SB, LJ				
1594	2	горб	(в т.ч. сутулость)	hump		bosse (f) dans le dos	(y compris dos voûté)		LJ	klɒ̄ɒ	klaɔ		
1595	0	шпина́т	(сорт)			épinard (m)	(espèce)						
1596	0	, письмо́	(не у́стное)			, colis (m)	(paquet destiné à être expédié)						
1597	0	оса́док	кото́рый остаётся на дне сосу́да			dépôt (m)	(liquide qui reste au fond d'un récipient)						
1598	0	руба́нок				rabot (m)							
1599	1	с корня́ми	(вы́драть)			avec la racine	(arracher une plante)						
1599	2					sans effort							
1600	1	, без труда́	вы́дернуть расте́ние			, sans effort	(arracher une plante)						
1600	2	с корня́ми	(вы́драть)			avec la racine							
1601	1	мешки́ под глаза́ми				poche (f) sous les yeux			GA, MA, LJ				
1601	2								LJ				
1602	1	, внеза́пно	(взять, подня́ть)			, rapidement	(prendre)						
1602	2	, с трудо́м				avec peine							
1603	0	мы	субъе́ктное императи́вное инклюзи́вное местоиме́ние 1 л. мн.ч.: "мы и вы", "я и вы", "мы и ты"	we	subject imperative 1 pers. pl. inclusive pronoun: "we and you (sg.)", "we and you (pl.), "I and you (pl.)"	nous	pronom subjectif impératif inclusif 1ère pers. pl.: "vous et nous", "vous et moi", "toi et nous"						
1604	0	мы	субъе́ктное инклюзи́вное местоиме́ние 1 л. мн.ч.: "мы и вы", "я и вы", "мы и ты" быти́йной се́рии 	we	subject existential 1 pers. pl. inclusive pronoun: "we and you (sg.)", "we and you (pl.), "I and you (pl.)"	nous	pronom subjectif inclusif 1ère pers. pl: "vous et nous", "vous et moi", "toi et nous" de la série existentielle						
1605	0	мы	инклюзи́вное местоиме́ние 1 л. мн.ч.: "мы и вы", "я и вы", "мы и ты" автоно́мной се́рии	we	1 pers. pl. inclusive pronoun: "we and you (sg.)", "we and you (pl.), "I and you (pl.)" of the ()utonomous series	nous	pronom inclusif 1ère pers. pl.: "vous et nous", "vous et moi", "toi et nous" de la série autonome						
1606	0	, наш	не-субъе́ктное инклюзи́вное местоиме́ние 1 л. мн.ч.: "мы и вы", "я и вы", "мы и ты"; употребля́ется в фу́нкции пря́мообъектного, ко́свеннообъектного, посесси́вного	, our	non-subject 1 pers. pl. inclusive pronoun: "we and you (sg.)", "we and you (pl.), "I and you (pl.)"	, notre	pronom non-subjectif inclusif 1ère pers. pl.: "vous et nous", "vous et moi", "toi et nous"						
1607	0	мы	субъе́ктное перфе́ктное инклюзи́вное местоиме́ние 1 л. мн.ч.: "мы и вы", "я и вы", "мы и ты"	we	subject perfect 1 pers. pl. inclusive pronoun: "we and you (sg.)", "we and you (pl.), "I and you (pl.)"	nous	pronom subjectif du parfait, inclusif 1ère pers. pl.: "vous et nous", "vous et moi", "toi et nous"						
1608	0	мы	субъе́ктное сопряжённое инклюзи́вное местоиме́ние 1 л. мн.ч.: "мы и вы", "я и вы", "мы и ты"	we	subject conjunctive 1 pers. pl. inclusive pronoun: "we and you (sg.)", "we and you (pl.), "I and you	nous	pronom subjectif conjoint inclusif 1ère pers. pl.: "vous et nous", "vous et moi", "toi et nous"						
1609		мы	субъе́ктное оптати́вное инклюзи́вное местоиме́ние 1 л. мн.ч.: "мы и вы", "я и вы", "мы и ты"	we	subject optative 1 pers. pl. inclusive pronoun: "we and you (sg.)", "we and you (pl.), "I and you (pl.)"	nous							
1610	1	, мы её		, we ... it		, nous la							
1610	2	, мы её		, we ... it		, nous la							
1610	3	, мы её		, we ... it		, nous la							
1611	0	, мы её		, we ... it		, nous la							
1612	0	ле́вая сторона́		, left side		, côté (m) gauche			LJ				
1613	1	, отпусти́ть	(кого --			, lâcher	(qn --		LJ				
1613	2	, разреша́ть		let		laisser	(faire qch)		GJ, LJ				
1614	0	мы не	субъе́ктное отрица́тельно-перфекти́вное инклюзи́вное местоиме́ние 1 л. мн. ч.: "мы и вы", "я и вы", "мы и ()ы"	we ... not	subject 1 pers. pl. inclusive pronoun "we and you (sg.)", "we and you (pl.), "I and you (pl.)" of the negative perfective series	nous ne	pronom subjectif inclusif 1ère pers. pl.: "vous et nous", "vous et moi", "toi et nous" de la série perfective négative						
1615		, на́ши	инклюзи́вное местоиме́ние 1 л. мн.ч. посесси́вной се́рии	our	inclusive 1 pers. pl. pronoun of the possessive series	, nos							
1616	0	мы и ...	сочини́тельное инклюзи́вное местоиме́ние 1 л. мн. ч.	we and...	coordinating inclusive pronoun of 1 pers. pl.	nous et...	pronom coordinatif inclusif 1ère pers. pl.						
1617	0	мы не	отрица́тельно-имперфекти́вное субъе́ктное местоиме́ние 1 л. мн. ч.: "мы и вы", "я и вы", "мы и ты"	we ... not	subject 1 pers. pl. inclusive pronoun: "we and you (sg.)", "we and you (pl.), "I and you (pl.)" of the negative imperfective series	nous ne	pronom subjectif inclusif 1ère pers. pl.: "vous et nous", "vous et moi", "toi et nous" de la série imperfective négative						
1618	0	па́льмовое вино́	(из па́льмы ра́фия)			vin (m) de palme	(raphia)						
1619	0	вор				voleur (m)							
1620	0	(у)кра́сть		steal		voler			DJ, LJ				
1621	0	(что́бы) мы	субъе́ктное инклюзи́вное местоиме́ние се́рии це́ли / предше́ствования 1 л. мн.ч.:  "мы и вы", "я и вы", "мы и ты"	in order that we	subject 1 pers. pl. inclusive pronoun of the purpose / antecedence series: "we and you (sg.)", "we and you (pl.), "I and you (pl.)"	pour que nous	pronom subjectif inclusif 1ère pers. pl.: vous et nous", "vous et moi", "toi et nous" de la série à valeur de but / d'antériorité						
1622	0	, граби́тель				brigand (m)							
1623	0	, нечи́стый на́ руку				malhonnête							
1624	0	левша́				gaucher							
1626	0					carcasse (f)	(animal avec les pattes attachées ensemble; tué à la chasse et attaché pour le porter, ou vivant et préparé pour l'abattage)						
1627	0	, мы (экскл) и ты	сочини́тельное местоиме́ние	, we (excl) and you	coordinating pronoun	, nous (excl.) et toi	pronom coordinatif						
1628	1	про́шлый год		last year		, an (m) passé			LJ, DJ, SB				
1628	2	буду́щий год		next year					SB, LJ				
1629	0	, нежена́тый молодо́й челове́к	(вы́йти из холостя́тского состоя́ния)			, jeune homme (m) non marié	(hommes à partir de 18 ans; adressé aux jeunes - neutre, par les adultes aux hommes âgés - moquerie, manque de respect; par les enfants aux hommes âgés - injure)		SB				
1630	1	; уча́сток с жилы́ми постро́йками	(жили́ще большо́й семьи́)	, compound	(dwelling of an extended family)	, concession (f)	(habitat d'une famille)		LJ				
1630	2	кварта́л											
1632	1	; уча́сток с жилы́ми постро́йками	(жили́ще большо́й семьи́)	, compound	(dwelling of an extended family)	, concession (f)	(habitat d'une famille)						
1632	2	кварта́л											
1634	0	соль		salt		sel (m)							
1635	0	солёный				salé							
1636	0	соль		salt		sel (m)				kwēe	kwee		
1637	0	год		year		, année (m)			LJ				
1638	0	поду́шечка	(ла́пы у ко́шки и т.п.)			coussinet (m)	(de la patte d'un félin)						
1639	0	, спра́ва		, on/to the right hand		, côté (m) droite			DJ, LJ				
1640	1	, груз		baggage		, cargaison (f)			DJ, BE, GJ, CE, LJ				
1640	2	принадле́жности				, objets (m. pl)			DJ, LJ				
1640	3	?							GJ, -LJ				
1641	0	, исхуда́ть	(ненорма́льно, и́з-за боле́зни)	, grow lean		maigrir	(constitution)		GA, GD, LJ				
1642	0	худоба́				maigreur (f)							
1643	0	ладо́нь				paume (f)				kɔ̏kwɛ̄ɛ, kɔ̏kwɛ̄ɛdhɛ̏, kɔ̏dhɛkwɛ̄ɛ	-kɔkwɛɛ, -kɔkwɛɛ -dhɛ, -kɔdhɛkwɛɛ		
1645	0	ладо́нь	(человека, обезьяны)			paume (f)	(d'homme, de singe)			kɔ̏kwɛ̄ɛ, kɔ̏kwɛ̄ɛdhɛ̏, kɔ̏dhɛkwɛ̄ɛ	-kɔkwɛɛ, -kɔkwɛɛdhɛ, -kɔdhɛkwɛɛ		
1647	0	правша́				droitier							
1648	0	дверь		door		porte (f)							
1649	0	дверь	(из бамбу́ка, не прикреплена к дверному проёму; в середине дырка с пропущенной через нее верёвкой, за эту верёвку затыка́ют палку, чтобы запереться изнутри)	door		porte (f)	(porte en bambou, non rattachée aux murs, fermée à l'aide d'une corde)						
1650	0	, шку́ра		skin		peau (f)							
1651	1	бе́лый	(челове́к)	white man		blanc (m)	(européen)						
1651	2	чино́вник				fonctionnaire (m)							
1653	0	го́род		city		ville (f)							
1654	0	столи́ца		capital		, grande ville (f)							
1655	0	, се́лезень	(са́мка)	duck		, dendrocygne (m) veuf							
1656	0	морска́я сви́нка				cobaye (f)							
1657	0	гуая́ва				goyave (f)							
1658	0	, амуле́т	(terme generique)			, gris-gris (m)				gbāpʌ̄	gbapë		
1659	1	, зна́харь				féticheur (m)			DJ, LJ				
1659	2					, consultant (m) des féticheurs	(celui qui donne des conseils et fabrique les fétiches)		LJ	kwīgā kɔ̀ɔn bhɛ̏n			
1660	1					, consultant (m) des féticheurs	(celui qui donne des conseils et fabrique les fétiches)		LJ				
1660	2	, зна́харь				féticheur (m)			DJ, -LJ	kwīgā kʌ̄ bhɛ̏n			
1661	1	рубе́ц				panse (f)			GA, KD, LJ				
1661	2	зоб				gésier (m)			LJ				
1662	0	рубе́ц	(второ́й желу́док у жва́чных)			bonnet (m)							
1663	1	це́вка	(пере́дняя нога́ живо́тного ни́же коле́на)			canon (m)							
1663	2	сухожи́лие	(у ло́шади)	tendon		tendon (m)	(d'animal)						
1664	0	канто́н Куленле́				canton Koulinlé							
1666	1					, degré (m) scientifique ou scolaire			LJ				
1666	2	, наши́вка				, galon (m)	(degré de la hiérarchie militaire)		SB, CE, OD, LJ				
1667	0	лев		lion		lion (m)	(uniformément ocre; touffe noire à l'extrémité de la queue. Mâle: plus grand; crinière sur le cou et les épaules (parfois absente chez les jeunes). Femelle: plus petite; sans crinière; flancs et membres parfois tachetés)						
1668	0	кероси́новая ла́мпа				lampe (f) à pétrole							
1669	0	Гвине́я		Guinea		Guinée				bhɯ̄ŋ sɛ̏ gɯ́	müng -sɛ 'gü		
1670	0	ключ				clé (f)							
1671	0	, шипе́ть	(о змее́, ко́шке)			, siffler	(serpent, chat)						
1672	0	хрустя́щая ко́рочка	приста́вшая ко дну горшка, поджа́ристая, вку́сная	rice-crust (F)		gratin (m)	(ce qui se dépose au fonds d'un plat brûlé)						
1673	0	со́лнце	(отве́т --	sun		soleil (m)	(réponse --		LJ				
1674	1	час				heure (f)							
1674	2	часы́		watch									
1675	0	анана́с		pineapple		ananas (m)				dhàŋ tāa	=dhang taa		
1678	1	цеме́нт				ciment (m)							
1678	2	и́звесть											
1679	0	пе́рец				poivre (m)	(petite baie verte, sèche - brune, à l'odeur forte et à la saveur très pimentée; generalement utilisé dans la pharmacopée traditionnelle)						
1680	0	, колдовство́		magics		magie (f)							
1681	0	стыд	(кого́-л --	shame		honte (f)	(qn --		LJ				
1682	1	бровь				sourcil (m)	(d'homme, d'animal)						
1682	2	боро́здка	(на голове́ у пти́цы)			ptéryles	(stries sur la tête d'oiseau)						
1682	3	зрачо́к	(змеи́)			pupille (f) linéaire							
1683	0	, потихо́ньку				doucement							
1684	1	ме́дленно		slowly		lentement							
1684	2	, терпели́во				, gentiment							
1685	0	, бе́дный				apitoyant	(digne de pitié)						
1686	0	ака́ция	(вид)	acacia		acacia (m)							
1687	0	стручо́к	(ака́ции)			cosse (f) d'acacia							
1688	0	пау́к-птицее́д				mygale (f)							
1689	0	по́лдень		noon		midi (m)			DJ, LJ				
1690	0	по́лдень		noon		midi (m)							
1691	0	весь день		all day long		toute la journée							
1693	0	, сострада́ние				pitié (f)							
1694	0	, сострада́ние	(наме́ренно)			pitié (f)							
1695	1	, позо́рный				honteux	(affaire)						
1695	2	стыдли́вый				, timide							
1696	1	, ло́вкий				, flexible	(qui peut être plié, courbé facilement; qui peut fléchir facilement les parties de son corps)						
1696	2					, leste	(qui donne une impression de légèreté)						
1696	3					léger							
1697	0	час		hour		heure (f)							
1698	0	просто́рный				, clairsemé	(lieu où il y a peu de brousse, pas assez d'herbes)						
1699	1.1	, приезжа́ть		, reach		arriver			DJ, SB	yɤ̄, wȍ	yö, -wo		
1699	1.2					présenter des condoléances	(à qn --		LJ				
1699	1.3	наста́ть	(о вре́мени)			, commencer	(temps)		GJ				
1699	1.4	схвати́ть	(кого-л --	, grab		, saisir	(qn --		LJ				
1699	2.1	, располага́ть в поря́дке	(в насле́дство иму́щество, принадлежа́щее уме́ршему)	, lay		, ranger	(des biens appartenant à une personne morte)		LJ				
1699	2.2	, броса́ть		throw		jeter			DJ, SB, -LJ				
1699	2.3	лить	(сосу́да)	pour		verser	(sur qch --		LJ	yɤ̄	yö		
1700	1	брить		shave		raser			GA, GD				
1700	2	обреза́ть	(ве́тки,			, tailler							
1701	0	алоко́	(блю́до из планте́нов, жа́реных в ма́сле)			alloco							
1702	0	по́лное схо́дство	(на кого́-л из свое́й семьи́)			ressemblance (f) totale	(entre les membres d'une famille)						
1703	1	ста́рая ко́жа		old skin		vieille peau (f)			EF, DJ				
1703	2	чешуя́	змеи́, я́щерицы			écaille (f)	(de serpent, margouillat, varan, lézard mais pas de crocodile, ni de poisson ou de tortue)		DJ, LJ				
1704	0	рвать	(ли́стья)			arracher	(les feuilles)						
1705	0	де́рево	(вид)	tree	species	arbre (m)	(espèce; ne porte pas de fruits)						
1706	0	де́рево	вид, произраста́ет в лесу́	tree	species	arbre (m)	(de forêt; espèce avec beaucoup d'épines; ne porte pas des fruits)						
1707	0	большо́й кувши́н для воды́	глиняная цисте́рна на 50-60 ли́тров, м.б. до 100 литров			gros canari (m) à eau	(en argile, 50-60 litres de contenance)			lɔ́ɔ̈fìʌ̄	'lɔɔfië		
1708	0	больша́я гли́няная ёмкость для воды́				grand pot (m) à eau	(en argile, 50-60 litres de contenance)			lɔ́ɔ̈	'lɔɔ-		
1709	0	, червя́к		worm		ver (m)							
1710	0	де́рево	(вид)	tree	species	arbre (m)	(espèce)						
1711	0	плод	де́рева лоон	fruit		fruit (m)	(de xylopia aethiopica; pimenté)						
1712	0	, отврати́тельный		dirty		, répugnant							
1713	1	(вз)лета́ть		fly		, s'envoler							
1713	2	, переска́кивать		, limp		, bondir							
1714	1	, привяза́ть		, attach		, attacher	(les cheveux)		DJ, LJ				
1714	2	пойма́ть		catch		attraper			SB, LJ				
1714	3	взять				prendre			SB, LJ				
1715	0	сту́па		mortar		mortier (m)	(pour piler)						
1716	0	ка́риес				carie (f)							
1717	0	вошь		louse		pou (m) de tête			KB				
1718	1	, внизу́		, below		, en bas			LJ, GJ, CE				
1718	2	к	(до́му)	, to	(one's home)	, vers			SB				
1721	1	штаны́		trousers		pantalon (m)							
1721	2	пла́тье	(же́нское)	dress									
1722	0	прозра́чный				, clairsemé				bhlɤ́ŋbhlɤ̏ŋ, lɛ́ŋlɛ̏ŋ	'bhlöngbhlöng, 'lɛnglɛng		
1723	1	, всходи́ть	(о посе́вах)	rise		, lever	(semis)		GJ				
1723	2	, постро́ить				, construire			GJ				
1723	3	выгиба́ть							DJ, -LJ				
1724	1	сле́пень				taon (m)			BE, SB, CE, LJ				
1724	2	му́ха цеце́		tsetse fly				Glossina	LJ				
1725	0	сле́пень				taon (m)							
1726	0	, вызыва́ющий подозре́ние	(челове́к)			, pas propre	(affaire louche; personne que l'on croit malhonnête ou frauduleuse, qui n'inspire pas confiance; famille louche; maison louche)			zúuzȕ	'zuuzu	kpēŋdhɤ	kpengdhö
1728	1	де́рево		tree		arbre (m)	(terme générique)		DJ, LJ				
1728	2	дуби́на				massue (f)			GJ, LJ				
1728	3	ма́чта	(корабля́)			mât (m)			GJ, LJ				
1729	1	сухо́е де́рево				bois sec							
1729	2	натоща́к				à jeun							
1730	0	, ко́лышек				, piquet (m)							
1731	0	сад		garden		jardin (m)							
1732	0	, дуби́на				, masse (f)							
1733	0	змея́	(вид)	twig line snake		serpent (m)	(espèce)						
1734	0	маляри́я				palu (m)							
1735	0	, то́нкая ве́точка				, petite branche (f)							
1736	0	калеба́са		, gourd		calebasse (f)							
1737	1	из де́рева	(сде́лать, вы́резать)	of wood		de bois	(faire, tailler)		DJ, -LJ				
1737	2	по дрова́				pour abattre le bois			LJ				
1738	0	безостоно́вочно	(ходи́ть взад-впере́д)			sans cesse	(toujours, se promener par-ci par-là)						
1739	0	Ман	(кру́пный го́род на за́паде Кот д'Ивуа́ра)	Man		Man							
1741	0	ли... ли		either, or		soit... soit			LJ				
1742	0						sorte de prévention, mise en garde						
1746		, оно́	субъе́ктное логофори́ческое быти́йное местоиме́ние	, it	subject logophoric existential pronoun	, elle							
1747	1	, своё	не-субъе́ктное рефлекси́вное местоиме́ние еди́нственного числа́; употребля́ется в фу́нкции пря́мообъектного, ко́свеннообъектного, посесси́вного	, her	singular reflexive pronoun	, soi	pronom réfléchi singulier						
1747	2		соединительный элемент в названиях составных числительных				élement conjonctif des numéraux composés						
1748	0	, кото́рый		, that		, que			LJ				
1751	1	, напо́лниться	(чего́ --		(of --	, se remplir	(de --		DJ, LJ				
1751	2	вы́йти из берего́в	(о реке́)	go out		sortir du lit			GJ, LJ				
1752	1.1	соса́ть что-л		suck		sucer qch			LJ				
1752	1.2	лака́ть		lap		laper qch			GJ, LJ				
1752	1.3	лиза́ть		lick		lécher			GJ, LJ				
1752	1.4	куса́ть	(о насеко́мых)	sting	(of insects)	piquer			DJ, LJ				
1753	1	завести́	(маши́ну --			faire marcher	(le moteur de voiture --						
1753	2	, идти́				, marcher				gó pīʌ̂n, bhȍ pīʌ̂n			
1754	1	, стуча́ть	(в дверь)	touch		toucher	(qch, qn --		LJ				
1754	2	прича́лить что-л				faire accoster			DJ, LJ				
1754	3	буди́ть	(кого-л --	wake up		réveiller	(qn --		LJ				
1754	4								LJ				
1755	0	, дотра́гиваться		touch		toucher							
1756	1	гли́няная ми́ска				soupière (f) en argile			LJ				
1756	2	, деревя́нная ми́ска		wooden bowl		, cuvette (f)			LJ, SB				
1757	0	, духи́				parfum (m)							
1758	0	бога́ч				, riche (m)							
1759	0	сове́т				, consigne (f)							
1760	0	, поло́мка				panne (f)				sìō dhɛ̏	=sio' -dhɛ		
1761	0	, штаны́		trousers		pantalon (m)	(culottes longues)			gɛ̀īn sɔ̏ gbɛ̀ɛn	=gɛin' -sɔ =gbɛɛn		
1762				wire-tailed swallow		hirondelle (f) à longs brins	(longues rectrices externes effilées; calotte marron; dessous blanc pur)	Hirundo smithii		tátá			
1763	0	, я́сно	(ви́деть)			, clairement							
1764	0	язы́чник				païen (m)							
1765	1	, расчёска				peigne (m)							
1765	2	па́льцы	крыла́			doigts			GA, KD, LJ				
1766	2	зубе́ц расчёски				un doigt d'aile			LJ				
1767	0	уда́ча		goodluck		, réussite (f)							
1768	1.1	вещь		thing		chose (f)			LJ, CE, OD				
1768	1.2	, что́-то	(в фу́нкции неопределённого местоиме́ния)	something	(function of indefinite pronoun)	quelque chose	(en fonction du pronom indéfini)		LJ				
1768	2					médicament (m)							
1768	3	, причи́на		reason		raison (f)			LJ				
1769	0	дух				génie (m)	(celui qui n'est pas un être humain)						
1770	0	креди́т	(букв.: твой креди́т  зако́нчился)			crédit (m)	(à --						
1771	2	, ава́рия		accident		, malheur (m)			DJ, LJ				
1771	1	боль				, deuil (m)			GJ, LJ				
1772	1					boule (f)							
1772	2	, гнойни́к				, furoncle (m)							
1773	0	прохла́дный				frais							
1774	0	, просто́й		easy		agreable	(odeur)						
1775	0	, тайни́к				, cache (f)							
1776	0	немно́го				un peu							
1777	1	се́мя				, grain (m)	(terme générique)		MG, LJ				
1777	2	табле́тка							KB, LJ				
1778	0	материа́л				matériel (m)				yūɤkàāpʌ̏	yuö =kaa' -pë		
1779	0	, гото́виться				se préparer			LJ				
1780	0	, куха́рка		cook		cuisinier (m), -ère (f)							
1781	0	ку́хня		kitchen		cuisine (f)							
1782	0	, немно́жко	о сыпу́чих и жи́дких субста́нциях			un peu							
1783	0	рво́та		vomit		vomissement (m)							
1784	0	, блева́ть		vomit		vomir							
1785	0	кли́тор		clitoris		clitoris (m)				pēdhēngā	penega		
1786	0	кли́тор		clitoris		clitoris (m)				pēdhēn	pene		
1787	0	, экзе́ма				, eczéma (m)							
1788	0	два		two		deux			OD	plɛ̀	=plɛ		
1789	0	в про́шлый раз				, la fois passée	(il y a une à trois semaines)						
1790	0	тре́снуть	(банан, маниок, ямс, стена, дерево, т.д.)			fêler			DJ, LJ	pɛ̀ɛ̂	=pɛɛ'-		
1791	1.1	коло́ть	(дрова́)			fendre	(bois)		LJ	pɛ́	'pɛ		
1791	1.2	рвать				, lacérer			LJ				
1791	1.3	ре́зать				couper	(en morceaux)		LJ				
1791	2	, греме́ть	(гром)			gronder	(tonnerre)		LJ				
1791	3	гро́мко ора́ть на кого́л				, hurler	(d'une voix exagérément forte après qn)		LJ				
1792	1					, fendu							
1792	2	, отсу́тствующий	(го́лос, при просту́де и пр.)			sifflant							
1793	0	, быть разбро́санным в беспоря́дке		, disperse		se disperser			DJ, LJ				
1794	1	долгоно́сик				charançon (m)							
1794	2	жучо́к		wood-borer					SB				
1795	0	кусо́к	(на куски́)	piece		morceau (m)			DJ, LJ				
1796	0	де́рево	(вид)	tree	(species)	arbre (m)	(espèce)						
1797	0	эпиде́мия				épidémie (f)							
1798	0					petite graine pas mûre de palmier à l'huile	(sans huile; se trouve parmi les graines mûres)						
1799	0					petite graine pas mûre de palmier à l'huile	(sans huile; se trouve parmi les graines mûres)						
1802	1	сторона́		side		côté (m)			DJ, LJ, SB				
1802	2	, ме́стность		place					DJ, LJ				
1803	1	по направле́нию к				vers	(direction)		GJ, LJ				
1803	2	, ря́дом		, by		à côté			DJ, LJ				
1804	0	метла́	для дома			balai (m)	(pour l'intérieur de la maison)						
1805	0	, погово́рка				, dicton (m)							
1807	0	кома́р	самый маленький			moustique (m)	(espèce de petite taille)						
1808	0	трава́				herbes (f pl)	(ce qui pousse sur la savane)						
1809	0	, до́лгое вре́мя				longtemps			LJ				
1810	0	куста́рник				buisson (m)							
1811	0	, власть				, pouvoir (m)	(physique)			fàān	=faan'		
1812	0	, магази́н		shop		, magasin (m)							
1813	0	при́стально				fixement							
1814	0	, в сава́нне				, dans la savane							
1815	0	сава́нна	(поро́сшая траво́й)			savane (f)	(herbeuse, sans arbres)						
1816	1	след		, track		trace (f)			LJ				
1816	2	отме́тина				marque (f)			GJ, SB				
1817	0	, чу́вствовать боль				avoir mal							
1818	0	очень	(белый)			très	(blanc)						
1819	0	кривоно́гий				bancal	(personne qui a les jambes torses)						
1820	0	желе́зо		iron		fer (m)			DJ, GJ, LJ				
1821	1	дуть		blow		souffler			LJ, MG				
1821	2	кова́ть				forger			LJ				
1821	3	ве́ять	(зерно́; в решете́ - ɗáä gɯ́)	winnow		vanner			BE, LJ				
1821	4	игра́ть	(на фле́йте)			jouer	(de la flûte)		LJ				
1822	0	рыболо́вный крючо́к				hameçon (m)				pìɤ̄gā	=piöga		
1823	1.1	, от	(кого-л.)	, from	(smb's home)	, à	(localisation)		LJ				
1823	1.2	, ря́дом		, by		, près de			MG, DJ				
1823	1.3	по́сле				après			LJ				
1823	2	в		in		dans			LJ				
1823	3	на		on		sur			MG, LJ				
1823	4	вме́сте		together		ensemble							
1823	5	в тече́ние		during		pendant			LJ				
1823	6								LJ				
1824	0	самолёт				avion (m)				víɔ̈n	'viɔn-		
1825	1	, ши́ло				aiguille (f)			DJ, LJ	bhīŋ	ming		
1825	2	желе́зный прут				barre (f) de fer			DJ, --LJ				
1826	0	рыболо́вный крючо́к				hameçon (m)				pìɤ̄	=piö'		
1827	0	, кастрю́ля	(желе́зный)	pot		, casserole (f)	(en fer)						
1828	0	, неме́дленно				tout de suite							
1829	0	, необозри́мо				à perte de vue							
1830	0	алюми́ниевая ло́жка		spoon		cuillère (f)	(d'aluminium)						
1831	0	велосипе́д				vélo (m)							
1832	0	магни́т				aimant (m)							
1833	0	жа́рить	(на угля́х, или на ме́дленном огне́)	grill		, braiser			DJ, LJ				
1834	0	ма́ленькое по́ле	(кото́рое обраба́тывают до наступле́ния сезо́на)			premier champ (m) de l'année							
1835	0	, нару́жу	(оде́жды)	, outdoors		, sur le beau côté	(d'un habit)		DJ, LJ				
1836	0	плакали́	(назв. блюда из прессованой маниоки)			plakali	(plat de manioc)						
1837	0					pépinière (f)	(terrain où l'on cultive de jeunes végétaux destinés à être repiqués)						
1838	0	, яи́чки	у человв\ка и живо́тных			testicules (m pl)	(d'homme, d'animal)						
1839	0					, plastique	(d'une personne qui n'a pas de force physique; surtout d'une femme)						
1840	0	, большинство́				, la plupart							
1841	0	, мно́гие		many		, plusieurs				và, dùɤ	=va, =duö		
